leg_id,origin_id,origin,destination_id,destination,connection,mode,mode_label,mixed_mode,inferred,distance_miles,quality,effective_speed_miles_per_day,travel_days,risk_premium,freight_gp_per_100_lb,freight_gp_per_2000_lb
LEG-000462,ilipur,Ilipur,pros,Pros,Proskur via Elversult and Teziir to Westgate,road,road,False,False,58.28047,0.85,20.4,2.856886,0.18,0.485442,9.708841
LEG-000463,iljak,Iljak,mussum,Mussum,The Vilhon Road,road,road,False,False,108.972451,0.85,20.4,5.341787,0.18,0.907676,18.153528
LEG-000464,iljak,Iljak,samra,Samra,Iljak junction through Elbulder to Torsh trail,trail,trail,False,False,24.605894,0.7,13.3,1.850067,0.234,0.338338,6.766761
LEG-000465,iljak,Iljak,shamph,Shamph,The Vilhon Road,road,road,False,False,26.293763,0.85,20.4,1.28891,0.18,0.219012,4.380232
LEG-000466,ilmwatch,Ilmwatch,uthmere,Uthmere,Trail's End to Ilmwatch road,road,road,False,False,32.442256,0.85,20.4,1.590307,0.24,0.283965,5.679303
LEG-000467,immilmar,Immilmar,mulptan,Mulptan,Nathoud via Mulptan to Immilmar,trail,trail,False,False,105.204755,0.7,13.3,7.910132,0.312,1.538033,30.760668
LEG-000468,imnescar,Imnescar,brost,Brost,Murann to Brost,road,road,False,False,203.620092,0.85,20.4,9.981377,0.165,1.674476,33.489516
LEG-000469,imnescar,Imnescar,murann,Murann,Crimmor through Purskul and Imnescar to Mosstone,road,road,False,False,121.884788,0.85,20.4,5.974744,0.24,1.06685,21.337008
LEG-000470,imnescar,Imnescar,purskul,Purskul,Crimmor through Purskul and Imnescar to Mosstone,road,road,False,False,63.997396,0.85,20.4,3.137127,0.18,0.533061,10.661213
LEG-000471,innarlith,Innarlith,derlusk,Derlusk,local market trail,trail,trail,False,True,211.844188,0.65,12.35,17.153376,0.312,3.335275,66.705498
LEG-000472,innarlith,Innarlith,halarahh,Halarahh,The Halruaan Skyroad,air,skyship,False,False,798.796345,1.0,110.0,7.261785,0.1275,17.292343,345.846865
LEG-000473,innarlith,Innarlith,kagarr,Kagarr,The Golden Road: Ormpetarr to Innarlith,road,road,False,False,191.290595,0.85,20.4,9.37699,0.21,1.633847,32.676935
LEG-000474,innarlith,Innarlith,lhesper,Lhesper,The Golden Road: Innarlith to Shaarmid,road,road,False,False,294.261202,0.85,20.4,14.424569,0.24,2.575651,51.51302
LEG-000475,innarlith,Innarlith,torsch,Torsch,Innarlith to Torsh trail,trail,trail,False,False,324.476902,0.7,13.3,24.39676,0.312,4.743667,94.873338
LEG-000476,iriaebor,Iriaebor,asbravn,Asbravn,Iriaebor to Proskur,road,road,False,False,58.539986,0.85,20.4,2.869607,0.18,0.487604,9.752073
LEG-000477,iriaebor,Iriaebor,berdusk,Berdusk,The Chionthar Road,road,road,False,False,70.998944,1.15,27.6,2.572425,0.135,0.420437,8.408744
LEG-000478,iriaebor,Iriaebor,easting,Easting,Iriaebor to Proskur,road,road,False,False,43.805593,0.85,20.4,2.147333,0.18,0.364875,7.297496
LEG-000479,iriaebor,Iriaebor,hill_s_edge,Hill's Edge,caravan track,track,wilderness track,False,True,171.19337,0.85,15.3,11.189109,0.336,2.340959,46.819171
LEG-000480,iriaebor,Iriaebor,priapurl,Priapurl,Trader's Road from Easting through Priapurl to Elversult,road,road,False,False,123.166564,0.85,20.4,6.037577,0.225,1.065029,21.30057
LEG-000481,iriaebor,Iriaebor,proskur,Proskur,The Chionthar Road,road,road,False,False,147.577364,1.15,27.6,5.347006,0.225,0.943212,18.864237
LEG-000482,iriaebor,Iriaebor,scornubel,Scornubel,caravan track,track,wilderness track,False,True,153.040256,0.85,15.3,10.002631,0.273,1.994043,39.88085
LEG-000483,iron_keep,Iron Keep,caer_calidyrr,Caer Calidyrr,local market ferry,ferry,ferry,False,True,126.781229,0.65,19.5,6.501601,0.12,0.917506,18.35012
LEG-000484,ironfang,Ironfang,alaghon,Alaghôn,local market trail,trail,trail,False,True,130.979846,0.65,12.35,10.605656,0.195,1.878251,37.56502
LEG-000485,ironfang_deep,Ironfang Deep,dragon_falls,Dragon Falls,Mulmaster through the Vast toward Procampur,road,road,False,False,248.604088,0.85,20.4,12.186475,0.24,2.176017,43.520339
LEG-000486,ironfang_deep,Ironfang Deep,elmwood,Elmwood,Mulmaster through the Vast toward Procampur,road,road,False,False,104.683813,0.85,20.4,5.131559,0.285,0.949544,18.990875
LEG-000487,ironspur,Ironspur,heliogabalus,Heliogabalus,Ironspur to Heliogabalus,trail,trail,False,False,120.123956,0.7,13.3,9.031876,0.429,1.912751,38.255018
LEG-000488,irphong,Irphong,velen,Velen,local market ferry,ferry,ferry,False,True,100.410806,0.65,19.5,5.149272,0.216,0.788951,15.779018
LEG-000489,ishau,Ishau,mezro,Mezro,local market trail,trail,trail,False,True,144.105864,0.65,12.35,11.668491,0.312,2.268803,45.376054
LEG-000490,ithmong,Ithmong,lapalgard,Lapalgard,Ithmong through Lapalgard to Lushpool,trail,trail,False,False,99.57049,0.7,13.3,7.486503,0.234,1.369123,27.382454
LEG-000491,ithmong,Ithmong,lushpool,Lushpool,Sheirtalar through Lushpool and Ithmong to Sammarash,road,road,False,False,69.487049,0.85,20.4,3.406228,0.3,0.637646,12.752917
LEG-000492,ithmong,Ithmong,sammarash,Sammarash,Sheirtalar through Lushpool and Ithmong to Sammarash,road,road,False,False,139.293644,0.85,20.4,6.82812,0.255,1.233978,24.679556
LEG-000493,jalanthar,Jalanthar,everlund,Everlund,caravan track,track,wilderness track,False,True,157.852241,0.85,15.3,10.31714,0.273,2.05674,41.134808
LEG-000494,jalanthar,Jalanthar,mirabar,Mirabar,caravan track,track,wilderness track,False,True,177.929902,0.5499999999999999,9.9,17.972717,0.294,3.641999,72.839973
LEG-000495,jalanthar,Jalanthar,mithral_hall,Mithral Hall,caravan track,track,wilderness track,False,True,48.572626,0.85,15.3,3.174681,0.231,0.611998,12.239959
LEG-000496,jalanthar,Jalanthar,nesme,Nesmé,caravan track,track,wilderness track,False,True,28.856368,0.85,15.3,1.886037,0.441,0.425604,8.512086
LEG-000497,jalanthar,Jalanthar,silverymoon,Silverymoon,caravan track,track,wilderness track,False,True,136.531974,0.85,15.3,8.923658,0.252,1.749601,34.992021
LEG-000498,jiyyd,Jiyyd,bildoobaris,Bildoobaris,Narfell Long Road from Impiltur junction to N'Jast,trail,trail,False,False,117.899279,0.7,13.3,8.864607,0.312,1.72362,34.472402
LEG-000499,jiyyd,Jiyyd,peltarch,Peltarch,Narfell Long Road from Impiltur junction to N'Jast,trail,trail,False,False,85.813491,0.7,13.3,6.452142,0.312,1.254544,25.090884
LEG-000500,kagarr,Kagarr,ankhapur,Ankhapur,Ankhapur to Kagarr trail,trail,trail,False,False,284.453312,0.7,13.3,21.387467,0.312,4.158545,83.170898
LEG-000501,kagarr,Kagarr,dalelost,Dalelost,Kagarr to Yhep trail,trail,trail,False,False,216.451614,0.7,13.3,16.274557,0.234,2.976272,59.525431
LEG-000502,kagarr,Kagarr,innarlith,Innarlith,The Golden Road: Ormpetarr to Innarlith,road,road,False,False,191.290595,0.85,20.4,9.37699,0.21,1.633847,32.676935
LEG-000503,kagarr,Kagarr,ormpetarr,Ormpetarr,The Golden Road: Ormpetarr to Innarlith,road,road,False,False,98.676667,0.85,20.4,4.837092,0.18,0.821919,16.438372
LEG-000504,keczulla,Keczulla,eshpurta,Eshpurta,Crimmor through Keczulla to Eshpurta,road,road,False,False,85.292176,0.85,20.4,4.180989,0.15,0.692372,13.847436
LEG-000505,keczulla,Keczulla,esmeltaran,Esmeltaran,Crimmor through Keczulla to Eshpurta,road,road,False,False,95.285326,0.85,20.4,4.670849,0.15,0.773493,15.469853
LEG-000506,khalab,Khalab,port_ghaast,Port Ghaast,Port Ghaast Ferry,ferry,ferry,False,False,173.347339,0.75,22.5,7.704326,0.144,1.110532,22.210648
LEG-000507,khalab,Khalab,zindalankh,Zindalankh,Skuld via Maerlar toward Khalab,road,road,False,False,87.391426,0.85,20.4,4.283893,0.12,0.690906,13.818127
LEG-000508,kholtar,Kholtar,eartheart,Eartheart,Shaarmid through Kholtar and Eartheart to Delzimmer,road,road,False,False,91.383197,0.85,20.4,4.479568,0.24,0.799872,15.997435
LEG-000509,kholtar,Kholtar,shaarmid,Shaarmid,Shaarmid through Kholtar and Eartheart to Delzimmer,road,road,False,False,494.190763,0.85,20.4,24.225037,0.24,4.325623,86.512453
LEG-000510,kormul,Kormul,lhesper,Lhesper,Shaarmid southern road,road,road,False,False,162.786744,0.85,20.4,7.979742,0.24,1.424863,28.497256
LEG-000511,kormul,Kormul,rethmar,Rethmar,Kormul through Rethmar and Channathgate to Eartheart,road,road,False,False,230.353876,0.85,20.4,11.291857,0.24,2.016274,40.325478
LEG-000512,kormul,Kormul,sheirtalar,Sheirtalar,Sheirtalar junction through Misty Vale to Kormul,road,road,False,False,307.365365,0.85,20.4,15.06693,0.27,2.75544,55.108802
LEG-000513,krenalir,Krenalir,chethel,Chethel,Beluir through Chethel to Krenalir,road,road,False,False,155.191553,0.85,20.4,7.607429,0.12,1.226926,24.538523
LEG-000514,kront,Kront,mulsantir,Mulsantir,Kront to Two Stars,road,road,False,False,182.420967,0.85,20.4,8.942204,0.24,1.59672,31.9344
LEG-000515,kront,Kront,the_mucklestones,The Mucklestones,Kront to Tammar,road,road,False,False,142.275693,0.85,20.4,6.974299,0.24,1.245331,24.906615
LEG-000516,kront,Kront,tower_of_threespires,Tower of Threespires,Uthmere through the Great Dale to Kront,road,road,False,False,127.437074,0.85,20.4,6.246915,0.24,1.115449,22.308984
LEG-000517,lantan,Lantan,caer_corwell,Caer Corwell,Sea of Swords coasting run,sea,sea lane,False,False,415.064344,0.95,68.4,6.068192,0.135,0.892607,17.852136
LEG-000518,lantan,Lantan,calimport,Calimport,Calimshan-Lantan Coastal Run,sea,sea lane,False,False,523.997595,1.05,75.6,6.931185,0.2025,1.080184,21.603672
LEG-000519,lantan,Lantan,halarahh,Halarahh,The Lantanna Skybridge,air,skyship,False,False,1570.978479,0.9,99.0,15.868469,0.0765,36.078044,721.560888
LEG-000520,lantan,Lantan,memnon,Memnon,The Shining Sea Run,sea,sea lane,False,False,402.284588,1.0,72.0,5.587286,0.189,0.860969,17.21939
LEG-000521,lantan,Lantan,murann,Murann,Sea of Swords coasting run,sea,sea lane,False,False,371.796087,0.95,68.4,5.435615,0.189,0.837598,16.751958
LEG-000522,lantan,Lantan,nemesser,Nemesser,local market ferry,ferry,ferry,False,True,91.915722,0.65,19.5,4.713627,0.096,0.650933,13.01866
LEG-000523,lantan,Lantan,nimbral,Nimbral,Sea of Swords coasting run,sea,sea lane,False,False,261.585053,0.95,68.4,3.824343,0.0945,0.542472,10.849447
LEG-000524,lantan,Lantan,port_nyanzaru,Port Nyanzaru,Sea of Swords coasting run,sea,sea lane,False,False,336.139331,0.95,68.4,4.914318,0.162,0.740073,14.801453
LEG-000525,lantan,Lantan,tashluta,Tashluta,The Shining Sea Run,sea,sea lane,False,False,861.017776,1.0,72.0,11.95858,0.1485,1.779982,35.599641
LEG-000526,lantan,Lantan,urbreth,Urbreth,Calimshan-Lantan Coastal Run,sea,sea lane,False,False,961.27986,1.05,75.6,12.715342,0.1755,1.937116,38.742325
LEG-000527,lantan,Lantan,velen,Velen,Sea of Swords coasting run,sea,sea lane,False,False,222.035763,0.95,68.4,3.246137,0.1755,0.494532,9.890641
LEG-000528,laothkund,Laothkund,glarondar,Glarondar,local market trail,trail,trail,False,True,112.837449,0.65,12.35,9.136636,0.117,1.512473,30.249463
LEG-000529,lapalgard,Lapalgard,ithmong,Ithmong,Ithmong through Lapalgard to Lushpool,trail,trail,False,False,99.57049,0.7,13.3,7.486503,0.234,1.369123,27.382454
LEG-000530,lapalgard,Lapalgard,lushpool,Lushpool,Ithmong through Lapalgard to Lushpool,trail,trail,False,False,77.49866,0.7,13.3,5.826967,0.234,1.065629,21.312574
LEG-000531,laviguer,Laviguer,dilpur,Dilpur,Laviguer to Ilmwatch road junction,road,road,False,False,224.796151,0.85,20.4,11.019419,0.165,1.848618,36.972355
LEG-000532,leilon,Leilon,longsaddle,Longsaddle,caravan track,track,wilderness track,False,True,147.286999,0.85,15.3,9.626601,0.294,1.950738,39.014766
LEG-000533,leilon,Leilon,luskan,Luskan,caravan track,track,wilderness track,False,True,185.571226,0.85,15.3,12.128838,0.462,2.776888,55.537757
LEG-000534,leilon,Leilon,neverwinter,Neverwinter,The High Road,road,road,False,False,90.603276,1.25,30.0,3.020109,0.21,0.526224,10.524477
LEG-000535,leilon,Leilon,phandalin,Phandalin,caravan track,track,wilderness track,False,True,66.672108,0.85,15.3,4.357654,0.378,0.940359,18.807182
LEG-000536,leilon,Leilon,port_llast,Port Llast,caravan track,track,wilderness track,False,True,117.851135,0.85,15.3,7.702689,0.357,1.636869,32.737381
LEG-000537,leilon,Leilon,waterdeep,Waterdeep,The High Road,road,road,False,False,232.216476,1.25,30.0,7.740549,0.165,1.298555,25.971091
LEG-000538,lheshayl,Lheshayl,elversult,Elversult,Dragon Coast trail to Shining Plains road,trail,trail,False,False,410.131227,0.7,13.3,30.836934,0.234,5.639422,112.788431
LEG-000539,lheshayl,Lheshayl,ormath,Ormath,The Shining Plains Road,road,road,False,False,84.693565,1.0,24.0,3.528899,0.24,0.63012,12.602402
LEG-000540,lheshayl,Lheshayl,riatavin,Riatavin,The Shining Plains Road,road,road,False,False,385.902799,1.0,24.0,16.079283,0.18,2.732192,54.643836
LEG-000541,lhesper,Lhesper,innarlith,Innarlith,The Golden Road: Innarlith to Shaarmid,road,road,False,False,294.261202,0.85,20.4,14.424569,0.24,2.575651,51.51302
LEG-000542,lhesper,Lhesper,kormul,Kormul,Shaarmid southern road,road,road,False,False,162.786744,0.85,20.4,7.979742,0.24,1.424863,28.497256
LEG-000543,lhesper,Lhesper,shaarmid,Shaarmid,Shaarmid southern road,road,road,False,False,58.986439,0.85,20.4,2.891492,0.24,0.516305,10.326097
LEG-000544,llewellyn,Llewellyn,caer_corwell,Caer Corwell,local market ferry,ferry,ferry,False,True,120.546837,0.65,19.5,6.181889,0.144,0.891082,17.821644
LEG-000545,llorkh,Llorkh,loudwater,Loudwater,The Delimbiyr Route,road,road,False,False,98.4801,0.85,20.4,4.827456,0.27,0.882845,17.656903
LEG-000546,llorkh,Llorkh,parnast,Parnast,The Delimbiyr Route,road,road,False,False,147.312491,0.85,20.4,7.221201,0.36,1.4142,28.283998
LEG-000547,llorkh,Llorkh,shade,Shade,Black Road across Anauroch to Dagger Falls,trail,trail,False,False,529.859165,0.7,13.3,39.839035,0.3705,8.091631,161.832614
LEG-000548,llorkh,Llorkh,sshamath,Sshamath,Sshamath Deep Way,tunnel+trail,Underdark tunnel and trail,True,True,379.198761,0.35,6.472258,58.588325,0.87615,20.147804,402.956079
LEG-000549,llorkh,Llorkh,triel,Triel,The Dusk Road,road,road,False,False,386.776887,0.85,20.4,18.959651,0.33,3.631152,72.623048
LEG-000550,lonelywood,Lonelywood,bryn_shander,Bryn Shander,caravan track,track,wilderness track,False,True,29.873902,0.85,15.3,1.952543,0.399,0.42777,8.555393
LEG-000551,lonelywood,Lonelywood,easthaven,Easthaven,caravan track,track,wilderness track,False,True,53.525041,0.85,15.3,3.498369,0.441,0.789444,15.78888
LEG-000552,lonelywood,Lonelywood,targos,Targos,caravan track,track,wilderness track,False,True,25.057733,0.85,15.3,1.63776,0.441,0.369578,7.39156
LEG-000553,lonelywood,Lonelywood,termalaine,Termalaine,caravan track,track,wilderness track,False,True,14.650939,0.85,15.3,0.957578,0.441,0.216088,4.321751
LEG-000554,longsaddle,Longsaddle,leilon,Leilon,caravan track,track,wilderness track,False,True,147.286999,0.85,15.3,9.626601,0.294,1.950738,39.014766
LEG-000555,longsaddle,Longsaddle,luskan,Luskan,caravan track,track,wilderness track,False,True,202.614165,0.85,15.3,13.242756,0.42,2.944818,58.896362
LEG-000556,longsaddle,Longsaddle,mirabar,Mirabar,The Long Road,road,road,False,False,161.078123,1.1,26.4,6.101444,0.15,1.010399,20.207983
LEG-000557,longsaddle,Longsaddle,phandalin,Phandalin,caravan track,track,wilderness track,False,True,118.022074,0.85,15.3,7.713861,0.336,1.613875,32.27751
LEG-000558,longsaddle,Longsaddle,port_llast,Port Llast,caravan track,track,wilderness track,False,True,160.256201,0.85,15.3,10.474262,0.315,2.156954,43.139084
LEG-000559,longsaddle,Longsaddle,triboar,Triboar,The Long Road,road,road,False,False,137.300785,1.1,26.4,5.200787,0.195,0.894951,17.89903
LEG-000560,longsaddle,Longsaddle,yartar,Yartar,Long Road: Mirabar to Waterdeep,road,road,False,False,183.024217,0.85,20.4,8.971775,0.21,1.563242,31.264843
LEG-000561,loudwater,Loudwater,llorkh,Llorkh,The Delimbiyr Route,road,road,False,False,98.4801,0.85,20.4,4.827456,0.27,0.882845,17.656903
LEG-000562,loudwater,Loudwater,secomber,Secomber,The Delimbiyr Route,road,road,False,False,122.457013,0.85,20.4,6.002795,0.225,1.058893,21.17786
LEG-000563,lundeth,Lundeth,tashluta,Tashluta,local market trail,trail,trail,False,True,212.617262,0.65,12.35,17.215973,0.273,3.247941,64.958826
LEG-000564,lushpool,Lushpool,ithmong,Ithmong,Sheirtalar through Lushpool and Ithmong to Sammarash,road,road,False,False,69.487049,0.85,20.4,3.406228,0.3,0.637646,12.752917
LEG-000565,lushpool,Lushpool,lapalgard,Lapalgard,Ithmong through Lapalgard to Lushpool,trail,trail,False,False,77.49866,0.7,13.3,5.826967,0.234,1.065629,21.312574
LEG-000566,lushpool,Lushpool,sheirtalar,Sheirtalar,Sheirtalar through Lushpool and Ithmong to Sammarash,road,road,False,False,228.370781,0.85,20.4,11.194646,0.3,2.095638,41.912755
LEG-000567,luskan,Luskan,bryn_shander,Bryn Shander,The Ten Trail,trail+ferry,trail and ferry,True,False,589.730523,0.55,11.260408,52.372038,0.5214,11.549617,230.992342
LEG-000568,luskan,Luskan,leilon,Leilon,caravan track,track,wilderness track,False,True,185.571226,0.85,15.3,12.128838,0.462,2.776888,55.537757
LEG-000569,luskan,Luskan,longsaddle,Longsaddle,caravan track,track,wilderness track,False,True,202.614165,0.85,15.3,13.242756,0.42,2.944818,58.896362
LEG-000570,luskan,Luskan,mirabar,Mirabar,Luskan to Mirabar,road,road,False,False,221.592158,0.85,20.4,10.862361,0.27,1.986509,39.73017
LEG-000571,luskan,Luskan,neverwinter,Neverwinter,caravan track,track,wilderness track,False,True,126.281313,0.85,15.3,8.253681,0.42,1.835387,36.707749
LEG-000572,luskan,Luskan,port_llast,Port Llast,The Sword Coast Run,sea,sea lane,False,False,67.735441,1.2,86.4,0.783975,0.3105,0.133151,2.663019
LEG-000573,luskan,Luskan,ruathym,Ruathym,Sea of Swords coasting run,sea,sea lane,False,False,301.833414,0.95,68.4,4.412769,0.351,0.77263,15.4526
LEG-000574,luthcheq,Luthcheq,airspur,Airspur,caravan track,track,wilderness track,False,True,225.718852,0.85,15.3,14.752866,0.336,3.086559,61.731185
LEG-000575,luthcheq,Luthcheq,cimbar,Cimbar,The Eastern Shaar Road,road,road,False,False,168.547475,1.0,24.0,7.022811,0.225,1.238824,24.776479
LEG-000576,luthcheq,Luthcheq,messemprar,Messemprar,The Eastern Shaar Road,road,road,False,False,295.240055,1.0,24.0,12.301669,0.3,2.302872,46.057449
LEG-000577,luthcheq,Luthcheq,mordulkin,Mordulkin,Airspur through Cimbar and Soorenar to Mordulkin,road,road,False,False,134.419854,0.85,20.4,6.589209,0.27,1.205034,24.100689
LEG-000578,luthcheq,Luthcheq,soorenar,Soorenar,Airspur through Cimbar and Soorenar to Mordulkin,road,road,False,False,117.71007,0.85,20.4,5.770101,0.225,1.017846,20.356918
LEG-000579,lyrabar,Lyrabar,airspur,Airspur,Sea of Fallen Stars coasting run,sea,sea lane,False,False,450.38811,0.95,68.4,6.584621,0.135,0.968571,19.37143
LEG-000580,lyrabar,Lyrabar,hlammach,Hlammach,Sarshel to Hlammach and Lyrabar,road,road,False,False,53.204515,0.85,20.4,2.608064,0.09,0.409362,8.187236
LEG-000581,lyrabar,Lyrabar,procampur,Procampur,caravan track,track,wilderness track,False,True,149.177813,0.7,12.6,11.839509,0.105,2.048744,40.974883
LEG-000582,lyrabar,Lyrabar,ravens_bluff,Ravens Bluff,The Inner Sea Run,sea,sea lane,False,False,171.812136,1.2,86.4,1.988566,0.108,0.285552,5.711035
LEG-000583,lyrabar,Lyrabar,tantras,Tantras,The Vast Road,road,road,False,False,214.307559,1.05,25.2,8.504268,0.105,1.353199,27.063983
LEG-000584,lyrabar,Lyrabar,telflamm,Telflamm,The Inner Sea Run,sea,sea lane,False,False,232.13621,1.2,86.4,2.686762,0.1485,0.399913,7.998253
LEG-000585,lyrabar,Lyrabar,tsurlagol,Tsurlagol,Sea of Fallen Stars coasting run,sea,sea lane,False,False,104.022353,0.95,68.4,1.520795,0.1485,0.226364,4.527272
LEG-000586,lyrabar,Lyrabar,velprintalar,Velprintalar,Sea of Fallen Stars coasting run,sea,sea lane,False,False,294.768859,0.95,68.4,4.309486,0.081,0.603749,12.074974
LEG-000587,maarlith,Maarlith,cathyr,Cathyr,Cathyr to Maarlith trail,trail,trail,False,False,178.142144,0.7,13.3,13.394146,0.078,2.139843,42.796869
LEG-000588,maerlar,Maerlar,phannaskul,Phannaskul,Skuld via Maerlar toward Khalab,road,road,False,False,365.125321,0.85,20.4,17.8983,0.12,2.886638,57.732757
LEG-000589,maerlar,Maerlar,rauthil,Rauthil,Rauthil to Maerlar,trail,trail,False,False,97.298206,0.7,13.3,7.315655,0.156,1.253312,25.066242
